year,creep in (mm),creep2 in (mm),?
2014,147.652777778,635.35529,0.1
2014,149.430555556,635.55579,0.1
2014,151.208333333,635.76495,0.1
2014,152.986111111,635.94165,0.1
2014,154.763888889,636.02185,0.1
2014,156.541666667,636.22235,0.1
2014,158.319444444,636.40674,0.1
2014,160.097222222,636.61487,0.1
2014,161.875,636.71997,0.1
2014,163.652777778,636.81543,0.1
2014,165.430555556,636.95203,0.1
2014,167.208333333,637.05707,0.1
2014,168.986111111,637.16882,0.1
2014,170.763888889,637.27289,0.1
2014,172.541666667,637.36938,0.1
2014,174.319444444,637.48206,0.1
2014,176.097222222,637.56226,0.1
2014,177.875,637.60999,0.1
2014,179.652777778,637.69879,0.1
2014,181.430555556,637.78668,0.1
2014,183.208333333,637.88312,0.1
2014,184.986111111,637.97198,0.1
2014,186.763888889,638.04358,0.1
2014,188.541666667,638.14771,0.1
2014,190.319444444,638.25275,0.1
2014,192.097222222,638.34058,0.1
2014,193.875,638.41315,0.1
2014,195.652777778,638.49341,0.1
2014,197.430555556,638.58124,0.1
2014,199.208333333,638.6701,0.1
2014,200.986111111,638.75031,0.1
2014,202.763888889,638.7818,0.1
2014,204.541666667,638.91071,0.1
2014,206.319444444,638.9986,0.1
2014,208.097222222,639.09509,0.1
2014,209.875,639.15137,0.1
2014,211.652777778,639.23926,0.1
2014,213.430555556,639.32806,0.1
2014,215.208333333,639.43976,0.1
2014,216.986111111,639.47223,0.1
2014,218.763888889,639.55243,0.1
2014,220.541666667,639.64038,0.1
2014,222.319444444,639.76929,0.1
2014,224.097222222,639.85712,0.1
2014,225.875,639.94598,0.1
2014,227.652777778,640.01752,0.1
2014,229.430555556,640.11401,0.1
2014,231.208333333,640.20282,0.1
2014,232.986111111,640.26685,0.1
2014,234.763888889,640.33942,0.1
2014,236.541666667,640.48364,0.1
2014,238.319444444,640.51514,0.1
2014,240.097222222,640.59534,0.1
2014,241.875,640.7243,0.1
2014,243.652777778,640.7854,0.1
2014,245.430555556,640.84937,0.1
2014,247.208333333,640.95349,0.1
2014,248.986111111,641.04993,0.1
2014,250.763888889,641.13776,0.1
2014,252.541666667,641.2027,0.1
2014,254.319444444,641.37939,0.1
2014,256.097222222,641.46722,0.1
2014,257.875,641.56372,0.1
2014,261.097222222,641.56653,0.1
2014,262.875,641.56653,0.1
2014,264.652777778,641.63055,0.1
2014,266.430555556,641.70312,0.1
2014,268.208333333,641.78339,0.1
2014,269.986111111,641.83112,0.1
2014,271.763888889,641.86359,0.1
2014,273.541666667,641.97534,0.1
2014,275.319444444,642.09656,0.1
2014,277.097222222,642.24078,0.1
2014,278.875,642.34491,0.1
2014,280.652777778,642.41748,0.1
2014,282.430555556,642.50537,0.1
2014,284.208333333,642.60944,0.1
2014,285.986111111,642.69824,0.1
2014,287.763888889,642.7384,0.1
2014,289.541666667,642.79468,0.1
2014,291.319444444,642.88257,0.1
2014,293.097222222,642.93036,0.1
2014,294.875,642.9389,0.1
2014,296.652777778,642.95514,0.1
2014,298.430555556,642.96283,0.1
2014,300.208333333,642.979,0.1
2014,301.986111111,642.95514,0.1
2014,303.763888889,642.93036,0.1
2014,305.541666667,642.93036,0.1
2014,307.319444444,642.98663,0.1
2014,309.097222222,643.13184,0.1
2014,310.875,643.25977,0.1
2014,312.652777778,643.32379,0.1
2014,314.430555556,643.42786,0.1
2014,316.208333333,643.4928,0.1
2014,317.986111111,643.573,0.1
2014,319.763888889,643.6131,0.1
2014,321.541666667,643.71722,0.1
2014,323.319444444,643.8299,0.1
2014,325.097222222,643.84521,0.1
2014,326.875,643.93402,0.1
2014,328.652777778,643.99036,0.1
2014,330.430555556,644.10303,0.1
2014,332.208333333,644.21576,0.1
2014,333.986111111,644.29596,0.1
2014,335.763888889,644.33606,0.1
2014,337.541666667,644.38379,0.1
2014,339.319444444,644.32745,0.1
2014,341.097222222,644.27972,0.1
2014,342.875,644.23102,0.1
2014,344.652777778,644.23102,0.1
2014,346.430555556,643.87006,0.1
2014,348.208333333,643.28461,0.1
2014,349.986111111,643.20441,0.1
2014,351.763888889,644.18323,0.1
2014,353.541666667,644.44781,0.1
2014,355.319444444,644.60059,0.1
2014,357.097222222,644.70471,0.1
2014,358.875,644.76868,0.1
2014,360.652777778,644.82507,0.1
2014,362.430555556,644.90527,0.1
2014,364.208333333,645.00171,0.1
2014,365.986111111,645.13062,0.1
2015,2.763888889,645.17841,0.1
2015,4.541666667,645.29108,0.1
2015,6.319444444,645.42767,0.1
2015,8.097222222,645.53937,0.1
2015,9.875,645.61194,0.1
2015,11.652777778,645.67596,0.1
2015,13.430555556,645.78009,0.1
2015,15.208333333,645.90039,0.1
2015,16.986111111,645.99683,0.1
2015,18.763888889,646.05316,0.1
2015,20.541666667,646.1496,0.1
2015,22.319444444,646.26135,0.1
2015,24.097222222,646.38263,0.1
2015,25.875,646.50293,0.1
2015,27.652777778,646.58319,0.1
2015,29.430555556,646.71881,0.1
2015,31.208333333,646.86395,0.1
2015,32.986111111,647.04059,0.1
2015,34.763888889,647.15234,0.1
2015,36.541666667,647.31281,0.1
2015,38.319444444,647.52197,0.1
2015,40.097222222,647.52197,0.1
2015,41.875,647.51337,0.1
2015,43.652777778,647.6098,0.1
2015,45.430555556,647.69861,0.1
2015,47.208333333,647.80273,0.1
2015,48.986111111,647.90686,0.1
2015,50.763888889,647.96313,0.1
2015,52.541666667,648.07587,0.1
2015,54.319444444,648.17999,0.1
2015,56.097222222,648.33276,0.1
2015,57.875,648.45306,0.1
2015,59.652777778,648.54095,0.1
2015,61.430555556,648.65363,0.1
2015,63.208333333,648.76538,0.1
2015,64.986111111,648.88568,0.1
2015,66.763888889,648.97449,0.1
2015,68.541666667,649.10248,0.1
2015,70.319444444,649.27148,0.1
2015,72.097222222,649.42432,0.1
2015,73.875,649.59235,0.1
2015,75.652777778,649.68884,0.1
2015,77.430555556,649.86554,0.1
2015,79.208333333,650.1062,0.1
2015,80.986111111,650.32294,0.1
2015,82.763888889,650.47479,0.1
2015,84.541666667,650.69159,0.1
2015,86.319444444,650.94849,0.1
2015,88.097222222,651.29425,0.1
2015,89.875,651.59882,0.1
2015,91.652777778,651.83954,0.1
2015,93.430555556,652.19287,0.1
2015,95.208333333,652.59393,0.1
2015,96.986111111,652.88232,0.1
2015,98.763888889,652.90717,0.1
2015,100.541666667,653.11542,0.1
2015,102.319444444,653.44489,0.1
2015,104.097222222,653.90228,0.1
2015,105.875,654.15057,0.1
2015,107.652777778,654.5202,0.1
2015,109.430555556,654.98529,0.1
2015,111.208333333,655.41028,0.1
2015,113.0,655.51721,0.1
2015,114.777777778,655.66998,0.1
2015,116.555555556,655.81421,0.1
2015,118.333333333,655.99854,0.1
2015,120.111111111,656.26306,0.1
2015,121.888888889,656.47223,0.1
2015,123.666666667,656.5849,0.1
2015,125.444444444,656.75299,0.1
2015,127.222222222,656.91339,0.1
2015,129.0,657.00989,0.1
2015,130.777777778,657.09009,0.1
2015,132.555555556,657.19421,0.1
2015,134.333333333,657.28302,0.1
2015,136.111111111,657.33075,0.1
2015,137.888888889,657.41095,0.1
2015,139.666666667,657.44342,0.1
2015,141.444444444,657.50745,0.1
2015,143.222222222,657.55518,0.1
2015,145.0,657.57141,0.1
2015,146.777777778,657.58002,0.1
2015,148.555555556,657.58002,0.1
2015,150.333333333,657.59528,0.1
2015,152.111111111,657.60388,0.1
2015,153.888888889,657.59528,0.1
2015,155.666666667,657.59528,0.1
2015,157.444444444,657.59528,0.1
2015,159.222222222,657.60388,0.1
2015,161.0,657.61151,0.1
2015,162.777777778,657.61151,0.1
2015,164.555555556,657.61151,0.1
2015,166.333333333,657.62012,0.1
2015,168.111111111,657.62012,0.1
2015,169.888888889,657.62012,0.1
2015,171.666666667,657.62012,0.1
2015,173.444444444,657.62012,0.1
2015,175.222222222,657.62012,0.1
2015,177.0,657.61151,0.1
2015,178.777777778,657.60388,0.1
2015,180.555555556,657.59528,0.1
2015,182.333333333,657.56378,0.1
2015,184.111111111,657.61151,0.1
2015,185.888888889,657.72418,0.1
2015,187.666666667,657.77197,0.1
2015,189.444444444,657.86078,0.1
2015,191.222222222,657.98114,0.1
2015,193.0,658.10144,0.1
2015,194.777777778,658.18164,0.1
2015,196.555555556,658.24091,0.1
2015,198.333333333,658.32874,0.1
2015,200.111111111,658.43384,0.1
2015,201.888888889,658.4491,0.1
2015,203.666666667,658.51404,0.1
2015,205.444444444,658.59424,0.1
2015,207.222222222,658.68207,0.1
2015,209.0,658.7547,0.1
2015,210.777777778,658.8349,0.1
2015,212.930555556,658.89117,0.1
2015,214.708333333,658.92273,0.1
2015,216.486111111,658.98676,0.1
2015,218.263888889,659.10706,0.1
2015,220.041666667,659.22833,0.1
2015,221.819444444,659.36395,0.1
2015,223.597222222,659.40411,0.1
2015,225.375,659.54065,0.1
2015,227.152777778,659.62946,0.1
2015,228.930555556,659.71735,0.1
2015,230.708333333,659.75745,0.1
2015,232.486111111,659.83002,0.1
2015,234.263888889,659.92645,0.1
2015,236.041666667,660.01428,0.1
2015,237.819444444,660.07831,0.1
2015,239.597222222,660.10217,0.1
2015,241.375,660.16711,0.1
2015,243.152777778,660.23108,0.1
2015,244.930555556,660.32758,0.1
2015,246.708333333,660.36768,0.1
2015,248.486111111,660.47174,0.1
2015,250.263888889,660.59204,0.1
2015,252.041666667,660.68091,0.1
2015,253.819444444,660.7525,0.1
2015,255.597222222,660.78497,0.1
2015,257.375,660.84137,0.1
2015,259.152777778,660.8891,0.1
2015,260.930555556,660.99323,0.1
2015,262.708333333,661.0257,0.1
2015,264.486111111,661.12976,0.1
2015,266.263888889,661.16986,0.1
2015,268.041666667,661.23383,0.1
2015,269.819444444,661.28253,0.1
2015,271.597222222,661.30646,0.1
2015,278.784722222,661.57098,0.1
2015,280.5625,661.66742,0.1
2015,282.375,661.76288,0.1
2015,284.152777778,661.86792,0.1
2015,285.930555556,661.92432,0.1
2015,287.708333333,661.96442,0.1
2015,289.486111111,662.02838,0.1
2015,291.263888889,662.10004,0.1
2015,293.041666667,662.19653,0.1
2015,294.819444444,662.28528,0.1
2015,296.597222222,662.33301,0.1
2015,298.375,662.42188,0.1
2015,300.152777778,662.48584,0.1
2015,301.930555556,662.54987,0.1
2015,303.708333333,662.57373,0.1
2015,305.486111111,662.67017,0.1
2015,307.263888889,662.70264,0.1
2015,309.041666667,662.75037,0.1
2015,310.819444444,662.81439,0.1
2015,312.597222222,662.85449,0.1
2015,314.375,662.91083,0.1
2015,316.152777778,662.97479,0.1
2015,317.930555556,663.07123,0.1
2015,319.708333333,663.12,0.1
2015,321.486111111,663.2002,0.1
2015,323.263888889,663.32819,0.1
2015,325.041666667,663.44849,0.1
2015,326.819444444,663.56116,0.1
2015,328.597222222,663.64905,0.1
2015,330.375,663.75311,0.1
2015,332.152777778,663.87439,0.1
2015,333.930555556,664.00244,0.1
2015,335.708333333,664.05017,0.1
2015,337.486111111,664.16284,0.1
2015,339.263888889,664.21918,0.1
2015,341.055555556,664.33759,0.1
2015,342.833333333,664.38538,0.1
2015,344.611111111,664.43402,0.1
2015,346.388888889,664.46558,0.1
2015,348.166666667,664.53815,0.1
2015,349.944444444,664.62598,0.1
2015,351.722222222,664.66614,0.1
2015,353.5,664.74634,0.1
2015,355.277777778,664.82654,0.1
2015,357.055555556,664.85901,0.1
2015,358.833333333,664.90674,0.1
2015,360.611111111,664.92303,0.1
2015,362.388888889,664.96313,0.1
2015,364.166666667,664.99561,0.1
2015,365.944444444,665.04333,0.1
2016,2.722222222,665.08344,0.1
2016,5.611111111,665.11591,0.1
2016,7.388888889,665.18756,0.1
2016,9.166666667,665.46069,0.1
2016,10.944444444,665.49316,0.1
2016,12.722222222,665.5094,0.1
2016,14.5,665.47693,0.1
2016,16.277777778,665.45306,0.1
2016,18.055555556,665.5495,0.1
2016,19.833333333,665.8465,0.1
2016,21.611111111,668.15759,0.1
2016,23.388888889,668.43835,0.1
2016,25.166666667,668.58258,0.1
2016,26.944444444,668.73541,0.1
2016,28.722222222,669.2406,0.1
2016,30.5,669.5863,0.1
2016,32.277777778,669.48981,0.1
2016,34.055555556,669.61011,0.1
2016,35.833333333,669.59393,0.1
2016,37.611111111,669.55383,0.1
2016,39.388888889,669.6264,0.1
2016,41.166666667,669.68176,0.1
2016,42.944444444,669.68176,0.1
2016,44.722222222,669.68176,0.1
2016,46.5,669.76202,0.1
2016,48.277777778,669.85077,0.1
2016,50.055555556,669.86707,0.1
2016,51.833333333,669.90717,0.1
2016,53.611111111,669.94727,0.1
2016,55.388888889,670.09912,0.1
2016,57.166666667,670.08386,0.1
2016,58.944444444,670.13922,0.1
2016,60.722222222,670.17169,0.1
2016,62.5,670.24426,0.1
2016,64.277777778,670.33215,0.1
2016,66.055555556,670.41998,0.1
2016,67.833333333,670.41235,0.1
2016,69.611111111,670.41235,0.1
2016,71.388888889,670.50018,0.1
2016,73.166666667,670.58136,0.1
2016,74.944444444,670.75714,0.1
2016,76.722222222,670.89368,0.1
2016,78.5,670.96625,0.1
2016,80.277777778,671.04645,0.1
2016,82.055555556,671.13434,0.1
2016,83.833333333,671.18304,0.1
2016,85.611111111,671.2547,0.1
2016,87.388888889,671.36737,0.1
2016,89.166666667,671.44757,0.1
2016,90.944444444,671.52783,0.1
2016,92.722222222,671.60803,0.1
2016,94.5,671.7121,0.1
2016,96.277777778,671.84869,0.1
2016,98.055555556,671.94513,0.1
2016,99.833333333,672.04919,0.1
2016,101.611111111,672.12177,0.1
2016,103.388888889,672.17816,0.1
2016,105.166666667,672.29846,0.1
2016,106.944444444,672.38635,0.1
2016,108.722222222,672.55536,0.1
2016,110.5,672.74731,0.1
2016,112.277777778,672.89246,0.1
2016,114.055555556,672.93256,0.1
2016,115.833333333,673.04431,0.1
2016,117.611111111,673.09302,0.1
2016,119.388888889,673.16467,0.1
2016,121.166666667,673.17322,0.1
2016,122.944444444,673.23053,0.1
2016,124.722222222,673.27826,0.1
2016,126.5,673.64789,0.1
2016,128.277777778,675.48529,0.1
2016,130.055555556,675.55786,0.1
2016,131.833333333,675.74982,0.1
2016,133.611111111,676.02295,0.1
2016,135.388888889,676.44031,0.1
2016,137.166666667,676.75354,0.1
2016,138.944444444,677.07446,0.1
2016,140.722222222,677.3313,0.1
2016,142.5,677.48315,0.1
2016,144.277777778,677.51562,0.1
2016,146.055555556,677.57202,0.1
2016,147.854166667,677.70569,0.1
2016,149.631944444,677.84991,0.1
2016,151.409722222,678.05042,0.1
2016,153.1875,678.27582,0.1
2016,154.965277778,678.37994,0.1
2016,156.743055556,678.39612,0.1
2016,158.520833333,678.40375,0.1
2016,160.298611111,678.36365,0.1
2016,162.076388889,678.41241,0.1
2016,163.854166667,678.45251,0.1
2016,165.631944444,678.54797,0.1
2016,167.409722222,678.66833,0.1
2016,169.1875,678.77338,0.1
2016,170.965277778,678.8775,0.1
2016,172.743055556,678.94147,0.1
2016,174.520833333,679.05414,0.1
2016,176.298611111,679.13434,0.1
2016,178.076388889,679.23846,0.1
2016,179.854166667,679.35114,0.1
2016,181.631944444,679.4314,0.1
2016,183.409722222,679.54309,0.1
2016,185.1875,679.66345,0.1
2016,186.965277778,679.76849,0.1
2016,188.743055556,679.84869,0.1
2016,190.520833333,679.94513,0.1
2016,192.298611111,680.04926,0.1
2016,194.076388889,680.17719,0.1
2016,195.854166667,680.29755,0.1
2016,197.631944444,680.37012,0.1
2016,199.409722222,680.49042,0.1
2016,201.1875,680.58691,0.1
2016,202.965277778,680.68335,0.1
2016,204.743055556,680.76361,0.1
2016,206.520833333,680.88397,0.1
2016,208.298611111,680.98798,0.1
2016,210.076388889,681.07587,0.1
2016,211.854166667,681.15613,0.1
2016,213.631944444,681.18854,0.1
2016,215.409722222,681.25256,0.1
2016,217.1875,681.3175,0.1
2016,218.965277778,681.36523,0.1
2016,220.743055556,681.41296,0.1
2016,222.520833333,681.50946,0.1
2016,224.298611111,681.57343,0.1
2016,226.076388889,681.63837,0.1
2016,227.854166667,681.74249,0.1
2016,229.631944444,681.75867,0.1
2016,231.409722222,681.83032,0.1
2016,233.1875,681.91913,0.1
2016,234.965277778,682.00702,0.1
2016,236.743055556,682.05573,0.1
2016,238.520833333,682.15985,0.1
2016,240.298611111,682.23242,0.1
2016,242.076388889,682.32025,0.1
2016,243.854166667,682.40045,0.1
2016,245.631944444,682.43292,0.1
2016,247.409722222,682.50452,0.1
2016,249.1875,682.58484,0.1
2016,250.965277778,682.67358,0.1
2016,252.743055556,682.71368,0.1
2016,254.520833333,682.77771,0.1
2016,256.298611111,682.85028,0.1
2016,258.076388889,682.88177,0.1
2016,259.854166667,682.95435,0.1
2016,261.631944444,683.00208,0.1
2016,263.409722222,683.08234,0.1
2016,265.1875,683.14728,0.1
2016,266.965277778,683.18738,0.1
2016,268.743055556,683.2428,0.1
2016,270.520833333,683.31055,0.1
2016,272.298611111,683.39941,0.1
2016,274.076388889,683.47961,0.1
2016,275.854166667,683.5274,0.1
2016,277.631944444,683.57605,0.1
2016,279.409722222,683.64771,0.1
2016,281.1875,683.72791,0.1
2016,282.965277778,683.8244,0.1
2016,284.743055556,683.85681,0.1
2016,286.520833333,683.9046,0.1
2016,288.298611111,683.96094,0.1
2016,290.076388889,684.00104,0.1
2016,291.854166667,684.04877,0.1
2016,293.631944444,684.07361,0.1
2016,295.409722222,684.1615,0.1
2016,297.1875,684.21783,0.1
2016,298.965277778,684.29803,0.1
2016,300.743055556,684.35437,0.1
2016,302.520833333,684.44226,0.1
2016,304.298611111,684.56262,0.1
2016,306.076388889,684.72302,0.1
2016,307.854166667,684.76312,0.1
2016,309.631944444,684.82812,0.1
2016,311.409722222,684.89203,0.1
2016,313.1875,684.96368,0.1
2016,314.965277778,685.05249,0.1
2016,316.743055556,685.08398,0.1
2016,318.520833333,685.11652,0.1
2016,320.298611111,685.14038,0.1
2016,322.076388889,685.22919,0.1
2016,323.854166667,685.23682,0.1
2016,325.631944444,685.35712,0.1
2016,327.409722222,685.48608,0.1
2016,329.1875,685.63788,0.1
2016,330.965277778,685.69427,0.1
2016,332.743055556,685.75055,0.1
2016,334.520833333,685.91107,0.1
2016,336.298611111,686.03137,0.1
2016,338.076388889,686.12781,0.1
2016,339.854166667,686.1842,0.1
2016,341.631944444,686.28827,0.1
2016,343.409722222,686.40094,0.1
2016,345.1875,686.60156,0.1
2016,346.965277778,686.8183,0.1
2016,348.743055556,686.91376,0.1
2016,350.520833333,687.05035,0.1
2016,352.298611111,687.25952,0.1
2016,354.076388889,687.48389,0.1
2016,355.854166667,687.61285,0.1
2016,357.631944444,687.70074,0.1
2016,359.409722222,687.83728,0.1
2016,361.1875,688.05408,0.1
2016,362.965277778,688.20593,0.1
2016,364.743055556,688.3587,0.1
2016,366.520833333,688.38257,0.1
2017,2.298611111,688.45514,0.1
2017,4.076388889,688.55164,0.1
2017,5.854166667,689.41779,0.1
2017,7.631944444,689.65082,0.1
2017,9.409722222,689.91534,0.1
2017,11.1875,689.91534,0.1
2017,12.965277778,689.90771,0.1
2017,14.743055556,689.85138,0.1
2017,16.520833333,689.93164,0.1
2017,18.298611111,690.4129,0.1
2017,20.076388889,690.51794,0.1
2017,21.854166667,690.53326,0.1
2017,23.631944444,690.56573,0.1
2017,25.409722222,690.87897,0.1
2017,27.1875,691.0069,0.1
2017,28.965277778,691.06329,0.1
2017,30.743055556,691.40802,0.1
2017,32.520833333,691.64868,0.1
2017,34.298611111,691.86548,0.1
2017,36.076388889,691.87408,0.1
2017,37.854166667,691.93042,0.1
2017,39.631944444,692.12238,0.1
2017,41.409722222,692.34772,0.1
2017,43.1875,692.49957,0.1
2017,44.965277778,692.87683,0.1
2017,46.743055556,693.14136,0.1
2017,48.520833333,692.84528,0.1
2017,51.5,693.2655,0.1
2017,55.340277778,693.7879,0.1
2017,60.055555556,694.27686,0.1
2017,63.0,694.53375,0.1
2017,66.090277778,694.80688,0.1
2017,68.298611111,694.95105,0.1
2017,70.076388889,695.26434,0.1
2017,71.854166667,695.505,0.1
2017,73.631944444,695.72174,0.1
2017,75.409722222,695.97864,0.1
2017,77.1875,696.15533,0.1
2017,78.965277778,696.34729,0.1
2017,80.743055556,696.45233,0.1
2017,82.520833333,696.73309,0.1
2017,84.298611111,696.78088,0.1
2017,86.076388889,697.06165,0.1
2017,87.854166667,697.23071,0.1
2017,89.631944444,697.39111,0.1
2017,91.409722222,697.48755,0.1
2017,95.194444444,697.43121,0.1
2017,96.972222222,697.46271,0.1
2017,98.75,697.49518,0.1
2017,100.527777778,697.74445,0.1
2017,102.305555556,697.96887,0.1
2017,104.083333333,698.08923,0.1
2017,105.861111111,698.26587,0.1
2017,107.638888889,698.39386,0.1
2017,109.416666667,698.5304,0.1
2017,111.194444444,698.69946,0.1
2017,112.972222222,698.89136,0.1
2017,114.75,698.94775,0.1
2017,116.527777778,699.23712,0.1
2017,118.305555556,699.42139,0.1
2017,120.083333333,699.61432,0.1
2017,121.861111111,699.87885,0.1
2017,123.638888889,700.12714,0.1
2017,125.416666667,700.29718,0.1
2017,127.194444444,700.513,0.1
2017,128.972222222,700.68964,0.1
2017,130.75,700.7785,0.1
2017,132.527777778,700.97906,0.1
2017,134.305555556,701.17102,0.1
2017,136.083333333,701.35626,0.1
2017,137.861111111,701.4928,0.1
2017,139.6875,701.56445,0.1
2017,141.465277778,701.60455,0.1
2017,143.243055556,701.58832,0.1
2017,145.020833333,701.58832,0.1
2017,146.798611111,701.59692,0.1
2017,148.576388889,701.76501,0.1
2017,150.354166667,701.93402,0.1
2017,152.131944444,702.03052,0.1
2017,153.909722222,702.19855,0.1
2017,155.6875,702.29504,0.1
2017,157.465277778,702.47168,0.1
2017,159.243055556,702.6723,0.1
2017,161.020833333,702.81647,0.1
2017,162.798611111,702.90527,0.1
2017,164.576388889,703.05707,0.1
2017,166.354166667,703.27386,0.1
2017,168.131944444,703.48309,0.1
2017,169.909722222,703.66736,0.1
2017,171.6875,703.78003,0.1
2017,173.465277778,703.97198,0.1
2017,175.243055556,704.13245,0.1
2017,177.020833333,704.24512,0.1
2017,178.798611111,704.30914,0.1
2017,180.576388889,704.39789,0.1
2017,182.354166667,704.50201,0.1
2017,184.131944444,704.60614,0.1
2017,185.909722222,704.71021,0.1
2017,187.6875,704.83051,0.1
2017,189.465277778,704.99957,0.1
2017,191.243055556,705.1524,0.1
2017,193.020833333,705.28033,0.1
2017,194.798611111,705.4007,0.1
2017,196.576388889,705.54675,0.1
2017,198.354166667,705.69098,0.1
2017,200.131944444,705.83521,0.1
2017,201.909722222,705.93164,0.1
2017,203.6875,706.01184,0.1
2017,205.465277778,706.14081,0.1
2017,207.243055556,706.23724,0.1
2017,209.020833333,706.349,0.1
2017,210.798611111,706.41302,0.1
2017,212.576388889,706.5094,0.1
2017,214.354166667,706.62213,0.1
2017,216.131944444,706.74243,0.1
2017,217.909722222,706.83032,0.1
2017,219.6875,706.89526,0.1
2017,221.465277778,706.98309,0.1
2017,223.243055556,707.10345,0.1
2017,225.020833333,707.20752,0.1
2017,226.798611111,707.27246,0.1
2017,228.576388889,707.35272,0.1
2017,230.354166667,707.46442,0.1
2017,232.131944444,707.56085,0.1
2017,233.909722222,707.61725,0.1
2017,235.6875,707.66498,0.1
2017,237.465277778,707.75385,0.1
2017,239.243055556,707.86554,0.1
2017,241.020833333,707.97821,0.1
2017,242.798611111,708.02698,0.1
2017,244.576388889,708.09088,0.1
2017,246.354166667,708.21124,0.1
2017,248.131944444,708.2829,0.1
2017,249.909722222,708.3631,0.1
2017,251.6875,708.40411,0.1
2017,253.465277778,708.46814,0.1
2017,255.243055556,708.62,0.1
2017,257.020833333,708.73267,0.1
2017,258.798611111,708.789,0.1
2017,260.576388889,708.89313,0.1
2017,262.354166667,708.98956,0.1
2017,264.131944444,709.10223,0.1
2017,265.909722222,709.1825,0.1
2017,267.6875,709.23792,0.1
2017,269.465277778,709.31812,0.1
2017,271.243055556,709.39923,0.1
2017,273.020833333,709.51099,0.1
2017,274.798611111,709.55115,0.1
2017,276.576388889,709.62372,0.1
2017,278.354166667,709.67999,0.1
2017,280.131944444,709.80804,0.1
2017,281.909722222,709.92834,0.1
2017,283.6875,709.97705,0.1
2017,285.465277778,710.10498,0.1
2017,287.243055556,710.20148,0.1
2017,289.020833333,710.32941,0.1
2017,290.798611111,710.4259,0.1
2017,292.576388889,710.50616,0.1
2017,294.354166667,710.56244,0.1
2017,296.131944444,710.62646,0.1
2017,297.909722222,710.7229,0.1
2017,299.6875,710.77063,0.1
2017,301.465277778,710.89197,0.1
2017,303.243055556,710.96356,0.1
2017,305.020833333,711.04382,0.1
2017,306.798611111,711.09247,0.1
2017,308.576388889,711.12402,0.1
2017,310.354166667,711.22809,0.1
2017,312.131944444,711.34076,0.1
2017,313.909722222,711.39716,0.1
2017,315.6875,711.46112,0.1
2017,317.465277778,711.57379,0.1
2017,319.243055556,711.63013,0.1
2017,321.020833333,711.74188,0.1
2017,322.798611111,711.78204,0.1
2017,324.576388889,711.92719,0.1
2017,326.354166667,712.07135,0.1
2017,328.131944444,712.20795,0.1
2017,329.909722222,712.34448,0.1
2017,331.6875,712.37598,0.1
2017,333.465277778,712.4801,0.1
2017,335.243055556,712.60046,0.1
2017,337.020833333,712.74561,0.1
2017,338.798611111,712.83344,0.1
2017,340.576388889,712.93756,0.1
2017,342.354166667,713.05884,0.1
2017,344.131944444,713.1944,0.1
2017,345.909722222,713.31476,0.1
2017,347.6875,713.34723,0.1
2017,349.465277778,713.46753,0.1
2017,351.243055556,713.57166,0.1
2017,353.020833333,713.70056,0.1
2017,354.798611111,713.78082,0.1
2017,356.576388889,713.87726,0.1
2017,358.354166667,714.05396,0.1
2017,360.131944444,714.16565,0.1
2017,361.909722222,714.28601,0.1
2017,363.6875,714.28601,0.1
2017,365.465277778,714.25452,0.1
2018,2.243055556,714.23822,0.1
2018,4.020833333,714.23822,0.1
2018,5.798611111,714.23822,0.1
2018,7.576388889,714.24585,0.1
2018,9.354166667,714.24585,0.1
2018,11.131944444,714.24585,0.1
2018,12.909722222,714.25452,0.1
2018,14.6875,714.24585,0.1
2018,16.465277778,714.26215,0.1
2018,18.243055556,714.26215,0.1
2018,20.020833333,714.28601,0.1
2018,21.798611111,714.30225,0.1
2018,23.576388889,714.38245,0.1
2018,25.354166667,714.46265,0.1
2018,27.131944444,714.54291,0.1
2018,28.909722222,714.60687,0.1
2018,30.6875,714.63934,0.1
2018,32.465277778,714.74341,0.1
2018,34.243055556,714.82367,0.1
2018,36.020833333,714.90387,0.1
2018,37.798611111,714.96027,0.1
2018,39.576388889,715.04901,0.1
2018,41.354166667,715.15314,0.1
2018,43.131944444,715.25726,0.1
2018,44.909722222,715.28973,0.1
2018,46.6875,715.3537,0.1
2018,48.465277778,715.48163,0.1
2018,50.243055556,715.58667,0.1
2018,52.020833333,715.67456,0.1
2018,53.798611111,715.72235,0.1
2018,55.576388889,715.83502,0.1
2018,57.354166667,715.92383,0.1
2018,59.131944444,715.97156,0.1
2018,60.909722222,716.05176,0.1
2018,62.6875,716.08423,0.1
2018,64.465277778,716.14825,0.1
2018,66.243055556,716.21222,0.1
2018,68.020833333,716.34882,0.1
2018,69.798611111,716.40515,0.1
2018,71.576388889,716.51685,0.1
2018,73.354166667,716.56561,0.1
2018,75.131944444,716.75751,0.1
2018,76.909722222,716.8139,0.1
2018,78.6875,716.88647,0.1
2018,80.465277778,717.00677,0.1
2018,117.083333333,720.40472,0.1
2018,118.861111111,720.54889,0.1
2018,120.638888889,720.68549,0.1
2018,122.416666667,720.88123,0.1
2018,124.194444444,721.12952,0.1
2018,125.972222222,721.43512,0.1
2018,127.75,721.59558,0.1
2018,129.527777778,721.86871,0.1
2018,131.305555556,722.14087,0.1
2018,133.083333333,722.41406,0.1
