z,n,symbol,radius,abundance,half life (s),binding energy / A (keV),atomic mass (u),ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
41,53,Nb, , ,640605597284.2177,8648.9014,93907279.001,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2022-04-26
41,54,Nb, , ,3023222.4,8647.2133,94906831.11,30-Jun-2009,S. K. Basu and  G. Mukherjee and  A. A. Sonzogni,2022-04-26
41,55,Nb, , ,84060,8628.8868,95908101.586,1-Apr-2008,D. Abriola(a) and  A.A. Sonzogni,2022-04-26
41,56,Nb, , ,4326,8623.1384,96908101.622,19-Nov-2009,N. NICA,2022-04-26
41,57,Nb, , ,2.86,8596.3016,97910332.645,15-Feb-2020,Jun Chen and  Balraj Singh,2022-04-26
41,58,Nb,4.4062, ,15,8578.9859,98911609.377,1-Jul-2017,E. BROWNE and  J. K. TULI,2022-04-26
41,59,Nb, , ,1.4,8548.4683,99914340.578,31-Jan-2021,Balraj Singh and Jun Chen,2022-04-26
41,60,Nb,4.4861, ,7.1,8534.8355,100915306.508,1-Jul-2006,JEAN BLACHOT,2022-04-26
41,61,Nb, , ,4.3,8504.8675,101918090.447,31-Dec-2008,D. DE FRENNE,2022-04-26
41,62,Nb,4.5097, ,1.5,8488.332,102919453.416,1-Mar-2009,D. DE FRENNE,2022-04-26
41,63,Nb, , ,4.9,8453.3832,103922907.728,30-Mar-2007,JEAN BLACHOT,2022-04-26
41,64,Nb, , ,2.91,8431.6925,104924942.577,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2022-04-26
41,65,Nb, , ,1.02,8393.2657,105928928.505,20-JUL-2015,BALRAJ SINGH,2022-04-26
41,66,Nb, , ,0.3,8367.0898,106931589.685,1-Mar-2008,Jean Blachot,2022-04-26
41,67,Nb, , ,0.198,8325.6604,107936075.604,20-Jul-2015,BALRAJ SINGH,2022-04-26
41,68,Nb, , ,0.108,8297.1307,108939141,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2022-04-26
41,69,Nb, , ,0.082,8255.2607,109943843,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2022-04-26
41,70,Nb, , ,0.054,8223,110947439,1-Feb-2008,Jean Blachot,2022-04-26
41,71,Nb, , ,0.033,8178,111952689,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2022-04-26
41,72,Nb, , ,0.032,8143,112956833,1-May-2009,Jean Blachot,2022-04-26
41,73,Nb, , ,0.017,8097,113962469,20-JUL-2015,BALRAJ SINGH,2022-04-26
41,74,Nb, , ,0.023,8061,114966849,31-MAY-2015,BALRAJ SINGH,2022-04-26
41,75,Nb, , , ,8012,115972914,31-JAN-2021,BALRAJ SINGH,2022-04-26
41,76,Nb, , , , , ,31-JAN-2021,BALRAJ SINGH,2022-04-26
42,39,Mo, , ,0.00000045,8054,80966226,31-MAR-2015,BALRAJ SINGH,2022-04-26
42,40,Mo, , , ,8163,81956661,1-Mar-2019,J. K. TULI and  E. BROWNE,2022-04-26
42,41,Mo, , ,0.006,8234,82950252,31-Dec-2014,E.A. MCCUTCHAN,2022-04-26
42,42,Mo, , ,2.3,8325,83941846,30-Sep-2009,B. Singh,2022-04-26
42,43,Mo, , ,3.2,8361.332,84938260.736,31-Dec-2013,BALRAJ SINGH AND JUN CHEN,2022-04-26
42,44,Mo, , ,19.1,8434.7175,85931174.092,30-Nov-2014,ALEXANDRU NEGRET and  BALRAJ SINGH,2022-04-26
42,45,Mo, , ,14.1,8462.4243,86928196.198,27-Jul-2015,T.D. Johnson and W.D. Kulp(a),2022-04-26
42,46,Mo, , ,480,8523.9087,87921967.779,1-Nov-2013,E.A. McCutchan and A.A. Sonzogni,2022-04-26
42,47,Mo, , ,126.6,8544.9851,88919468.149,30-Nov-2021,Balraj Singh,2022-04-26
42,48,Mo,4.3265, ,20016,8597.0285,89913931.27,1-Mar-2020,S. K. Basu and  E.A. MCCUTCHAN,2022-04-26
42,49,Mo,4.3182, ,929.4,8613.6286,90911745.19,1-Sep-2013,Coral M. Baglin,2022-04-26
42,50,Mo,4.3151,14.649, ,8657.7312,91906807.153,15-Sep-2012,CORAL M. BAGLIN,2022-04-26
42,51,Mo, , ,126227703898.368,8651.4095,92906808.772,15-Dec-2010,CORAL M. BAGLIN,2022-04-26
42,52,Mo,4.3529,9.187, ,8662.3341,93905083.586,1-Jan-2006,D. Abriola(a) and  A.A. Sonzogni,2022-04-26
42,53,Mo,4.3628,15.873, ,8648.7212,94905837.436,30-Jun-2009,S. K. Basu and  G. Mukherjee and  A. A. Sonzogni,2022-04-26
42,54,Mo,4.3847,16.673, ,8653.988,95904674.77,1-Apr-2008,D. Abriola(a) and  A.A. Sonzogni,2022-04-26
42,55,Mo,4.3880,9.582, ,8635.0926,96906016.903,19-Nov-2009,N. NICA,2022-04-26
42,56,Mo,4.4091,24.292, ,8635.1691,97905403.609,15-Feb-2020,Jun Chen and  Balraj Singh,2022-04-26
42,57,Mo, , ,237326.4,8607.7982,98907707.299,1-Jul-2017,E. BROWNE and  J. K. TULI,2022-04-26
42,58,Mo,4.4468,9.744,2.212140510818899e26,8604.6626,99907467.982,31-Jan-2021,Balraj Singh and Jun Chen,2022-04-26
42,59,Mo, , ,876.6,8572.9159,100910337.648,1-Jul-2006,JEAN BLACHOT,2022-04-26
42,60,Mo,4.4914, ,678,8568.3994,101910293.725,31-Dec-2008,D. DE FRENNE,2022-04-26
42,61,Mo,4.5145, ,67.5,8538.2672,102913091.954,1-Mar-2009,D. DE FRENNE,2022-04-26
42,62,Mo,4.5249, ,60,8527.9063,103913747.443,30-Mar-2007,JEAN BLACHOT,2022-04-26
42,63,Mo,4.5389, ,36.3,8494.863,104916981.989,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2022-04-26
42,64,Mo,4.5490, ,8.73,8479.5202,105918273.231,1-May-2007,D. DE FRENNE AND A. NEGRET,2022-04-26
42,65,Mo, , ,3.5,8442.219,106922119.77,1-Mar-2008,Jean Blachot,2022-04-26
42,66,Mo,4.5602, ,1.09,8422.1581,107924047.508,1-Jul-2008,Jean Blachot,2022-04-26
42,67,Mo, , ,0.61,8381.4163,108928438.318,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2022-04-26
42,68,Mo, , ,0.296,8359.293,109930717.956,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2022-04-26
42,69,Mo, , ,0.186,8315.2932,110935651.966,20-JUL-2015,BALRAJ SINGH,2022-04-26
42,70,Mo, , ,0.12,8291,111938293,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2022-04-26
42,71,Mo, , ,0.08,8246,112943478,20-JUL-2015,BALRAJ SINGH,2022-04-26
42,72,Mo, , ,0.058,8219,113946666,20-Jul-2015,BALRAJ SINGH,2022-04-26
42,73,Mo, , ,0.0455,8173,114952174,20-Jul-2015,BALRAJ SINGH,2022-04-26
42,74,Mo, , ,0.032,8143,115955759,20-JUL-2015,BALRAJ SINGH,2022-04-26
42,75,Mo, , ,0.022,8096,116961686,20-JUL-2015,BALRAJ SINGH,2022-04-26
